instance,status,variables,clauses,conflicts,decisions,propagations,memory_mb,cpu_time_s
6b34ab637c1b47d564295306a90421e8-okgen-c600-v300-s1802318749-1802318749,SATISFIABLE,300,600,0,94,153,10.91,0.002162
6077e9ca9382b71a639b9edd23bc198f-mrpp_4x4#4_4,UNSATISFIABLE,748,3763,80,244,1686,11.2,0.005608
7cd28a95e48371b256582a0e19d2a09d-unif-k3-r4.267-v8000-c34136-S4121784260991402777,TIMEOUT,8000,34136,610529,1519859,266834030,149.07,59.695
b26e88b9b0d4b6f9e6ae95efe0b8df02-rbsat-v760c43649g8,TIMEOUT,760,43649,763461,1104367,58691767,85.9,59.9381
9f939a249b15a528f977dd23378a553d-goldb-heqc-term1mul,TIMEOUT,3504,22229,1538160,2515681,371806577,29.82,59.9695
17fb5a7dbffcedfde1036cc072d9cc80-fdmus_b22_632,UNSATISFIABLE,4512,12270,22121,56618,1696853,12.75,0.287692
a70f6ecd411188b42b521b0519940883-glassybp-v549-s566220845,TIMEOUT,549,2562,3408518,4441333,249860547,16.99,59.9858
bd24a53f38b43eee766b505ab079d3e8-fdmus_b17_839,UNSATISFIABLE,7743,22008,8388,15572,1979024,13.96,0.264454
e045a9af992c847df745c10545585ef9-hidden-k3-s1-r6-n500-01-S744233835.shuffled-as.sat03-1020,TIMEOUT,500,3000,3653764,4505338,216586804,15.73,59.9516
f15e05e3b741b9558f5bb539f18ac4fb-unif-k4-r9.324-v6800-c63403-S7786837347974482300,TIMEOUT,6800,63403,411636,1801138,143262251,245.55,59.5773
bd7e81857f31cd03b8adbb7aa4685c61-bench_11193.smt2,UNSATISFIABLE,2746,9532,82111,106036,10001636,12.11,1.42492
7b23e0995eb7bca7b9adedee08f59f27-unif-r4.25-v700-c2975-07-S1577755904.used-as.sat04-97,TIMEOUT,700,2975,2877129,3754919,247518746,16.88,59.9754
028d0cc7af63e9bba5795f20e24db4f6-pyhala-braun-sat-35-4-04.shuffled,SATISFIABLE,7383,24097,264820,313717,150252731,17.79,23.0431
845675d6711609176d270e0ef3d1ce63-unif-c1200-v600-s1702653550,SATISFIABLE,600,1200,1,179,323,10.91,0.002503
d1a2b83811f4ef1b9887dbb801637df0-glassyb-v549-s154985874,TIMEOUT,549,2562,3260158,4241258,236281000,16.46,59.982
4e203ccb97234b5525148f79e47a6276-mod2c-rand3bip-sat-180-1.shuffled-as.sat05-2428,SATISFIABLE,254,1800,4319236,5112603,196404773,10.91,56.3477
b172b4c218f1e44e205575d2b51e82c4-Schur_161_5_d38,TIMEOUT,757,27689,866370,1325147,47156026,55.14,59.9427
d508f9ffbef3158558e4f44a4c8e3b2c-fdmus_b20_410,UNSATISFIABLE,3564,9746,23215,47089,1353076,12.16,0.237036
2adbad9623c714a6f33c3405b8ab3c77-marg4x4.shuffled-as.sat03-1454,TIMEOUT,64,288,22089168,34184243,156158468,10.91,59.9921
3e2fe1556893706475f9dd19c1a7b8fe-mdp-32-12-sat,TIMEOUT,1033,5805,1528657,1625991,480373217,15.97,59.9238
2837b9bceffc7f262ecd3845dcceb90c-unif-c2275-v650-s58174902,SATISFIABLE,650,2275,158,448,14305,11.05,0.004423
5ec68096b57aebdac9939f45e58d4e38-3col140_5_7.shuffled,SATISFIABLE,280,1177,1148,1455,80052,10.91,0.013702
cb66419294d06d93787b36e12bfc24ef-hgen6-4-24-n520-01-S981626751.shuffled-as.sat03-840,TIMEOUT,520,2204,3011413,3936942,229947704,15.78,59.9689
9e469bffc3f862d6321d84a4ef83969c-edit_distance019_312,TIMEOUT,7851,97282,536292,1141106,214997882,125.5,59.8622
b0c81b1e0c67e41775b8adf14346db2d-cliquecolouring_n19_k6_c5.sanitized,TIMEOUT,380,7511,7006021,24508057,143857162,41.43,59.9535
e708c10a771818b51e7c93cd06e1d416-mrpp_6x6#10_8,SATISFIABLE,3893,25462,6626,36896,303025,13.94,0.089581
6b9dec3f7890cb85fd6a84658ccf9777-contest03-hwb-n26-01-S1957858365.sat05-500.reshuffled-07,TIMEOUT,172,832,7307411,8637023,230292020,10.91,59.9874
70781e255c56b54ef8b9534b1c90a275-okgen-c875-v250-s1631767917-1631767917,SATISFIABLE,250,875,50,117,2649,10.91,0.002353
5e33e149f1fbc4da42a9d97c0bdd4ffb-bench_17835.smt2,UNSATISFIABLE,5721,18743,3447,9292,218912,13.42,0.04867
85b4cff26312744369390529b3096c7f-unif-k3-r4.26-v650-c2769-S1495462442-016.SATISFIABLE,TIMEOUT,650,2769,3047154,3937647,246998360,16.98,59.9886
cb18e3582f2ebb7e8f255c78a54ad921-OKgenerator_s0=32s1=18n=12000l=3cp=50400-Dnr0=0nr1=1-o.shuffled-as.sat05-1658,TIMEOUT,12000,50400,450076,1467100,261383514,164.75,59.6732
5ffd5c9229d0122e608b29793b170e09-unif-k7-r85-v220-c18700-S375588147-050,TIMEOUT,220,18700,1378677,1815250,33409871,53.89,59.9416
79a6a5e005b0f1a046edc3a8638d9b92-unif-k7-r89-v90-c8010-S1321406709-042.UNKNOWN,TIMEOUT,90,8010,2310994,2695343,29427214,22.53,59.9841
90250f075def3fde334eddb265c42552-fdmus_b14_134,UNSATISFIABLE,2811,7642,8315,17808,578458,11.81,0.093809
80228e9f9a7eabcf5a44312987c048b2-em_7_3_6_cmp,TIMEOUT,1473,11563,1314376,4689836,167931839,35.73,59.9697
548e52cb4ef6625e0eef3f969b2afbd6-mod2-rand3bip-sat-200-3.shuffled-as.sat05-2145,SATISFIABLE,200,800,285118,309860,17046807,10.91,3.19234
01966a0fc52b2200a13f5f835275a919-SGI_30_70_27_50_3-dir.shuffled-as.sat03-169,TIMEOUT,810,68270,159042,306187,13626542,110.17,59.8663
b21630ea8dcd26c2387262b1a5a98aa6-ecgrid6x165_shuffled,TIMEOUT,1981,7922,7672239,14747956,138007800,74.44,59.8415
fc9f1a465556d8a2ff942b5b62ef2ce0-fdmus_b20_175,UNSATISFIABLE,5373,14823,22827,56678,1830966,12.98,0.306493
a6c554696050807a56cc740d65d96f40-mm-2x2-6-6-sb.1.shuffled-as.sat03-1500,UNSATISFIABLE,1230,37373,33756,42238,4826743,14.01,1.20285
0fb01d9380b1dbce236115564cee8262-bench_2060.smt2,TIMEOUT,25148,82468,624364,1027110,303040046,88.06,59.9288
8c08ba126e69032cd7d4728b4af27f3f-unif-c1000-v250-s1631980318,SATISFIABLE,250,1000,9119,11445,415386,10.91,0.07043
51094fd5a2735b2e77b9d32d77d80b3a-unif-k7-r87.79-v111-c9745-S8890803320580574087,TIMEOUT,111,9745,2014826,2418533,29892689,24.19,59.9699
79bee0a60d409b35486c70f0abc7edbf-gencnf-k4-r9.88-v177-c1748-03-S1351216716.shuffled-as.sat03-1740,TIMEOUT,177,1748,4610198,5580537,133566101,12.09,59.9884
d23ebd7da900e1ffc7210b7cc2492232-longmult0,UNSATISFIABLE,437,1181,0,0,310,10.91,0.002159
1acfeb86cc38e67b4c667506aaa5de76-unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN,TIMEOUT,1250,25000,902238,1789802,87881657,117.07,59.6812
2660ca653a6a06feb94742e091fcae02-fla-barthel-420-3,TIMEOUT,420,1806,3888155,4844225,238924529,12.75,59.9948
eb6979bc4ad66bfdf100d49e0ca6f929-unif-c2275-v650-s1605985837,SATISFIABLE,650,2275,90,278,8204,11.05,0.00283
93916da6aeca2968a8345f5fa60e2a70-x9-12009.sat.sanitized,TIMEOUT,600,5402,1527526,2078166,181630990,18.75,59.9889
9b07f26e517e145e6861109093da7b50-mod2-rand3bip-sat-300-3.shuffled-as.sat05-2295,TIMEOUT,300,1200,3782553,4174104,309000463,12.04,59.9588
a5c0dc271e56417f652bd508c811203c-unif-k5-r21.117-v290-c6124-S9098100223662516520,TIMEOUT,290,6124,2222355,2922896,78267396,25.98,59.9809
18d3c58e8145fdc6bc40e0a805727bf8-unif-c2580-v600-s1333781362,TIMEOUT,600,2580,3150873,4051780,246573964,15.96,59.9862
d45472012195467b08c53f9848ac42c7-x2_36.shuffled,TIMEOUT,106,282,21891356,33953350,189226960,10.91,59.9708
994ead5bcfd3210b197cf9e2004293f3-llbmc-array-avg-2,UNSATISFIABLE,1039,4340,28812,68922,1356659,11.31,0.219932
9b89c1b2b7dc79c45c96f3c054afa035-bench_1054.smt2,TIMEOUT,25148,84162,700722,1198678,308220241,76.83,59.9251
7ca897acf9e18dee55f60a3867fd07d4-x2_44.shuffled-as.sat03-1600,TIMEOUT,130,346,20127179,31021500,181545336,10.91,59.9747
549098ac7303b93b1b28d69e9ce03f46-unif-k3-r4.2-v14000-c58800-S1839094140-055,TIMEOUT,14000,58800,372580,1386780,241025982,177.12,59.684
fac74aa93c7cb27f0fabada91e47ed25-color-11-3.sat05-445.reshuffled-07,TIMEOUT,363,9559,3241092,4428741,65082774,33.14,59.9721
193056422a264b6951428ede578b93eb-mod2-rand3bip-sat-280-1.shuffled-as.sat05-2263,TIMEOUT,280,1120,4103270,4508380,286591914,11.48,59.9554
e67d6b8287207d399ba4882326248a6f-hanoi5.shuffled,SATISFIABLE,1931,13285,32212,59308,2392338,11.95,0.487891
a5322ea2ef7ae30cbf8763f58beeb131-unif-k7-r86.953-v130-c11304-S7484012479980692523,TIMEOUT,130,11304,1884445,2304531,31324864,30.27,59.9235
4131e1291b3fc886a0c1002c56f2b970-term1_gr_2pin_w4.shuffled,SATISFIABLE,746,3964,146,2846,10888,11.17,0.005325
22505280326ec66ba807b8b4edc48e1a-Circuit_multiplier18,TIMEOUT,1109,21656,1354399,1800413,92344123,36.97,59.9412
65276fbd9698896309988d0c9284154a-balancedhidden-k3-n918-pos5-neg5-02-S1957495595.shuffled-as.sat03-911,TIMEOUT,918,3049,2278678,3310468,253269093,22.2,59.9716
e90e0ef463abd1050fdc1dba763ec0fc-rbsat-v760c43649gyes2,SATISFIABLE,760,43649,482941,700068,43142712,55.67,41.3457
f98f29531302e7013c8f8b65c11c51c4-bench_144.smt2,TIMEOUT,28489,95103,609597,999046,308920986,81.86,59.9111
1d0ddf4d74ce53c38dfb2a0174c8fe98-unif-k5-r21.3-v125-c2662-S34055288-072.SATISFIABLE,TIMEOUT,125,2662,4032635,4807851,79621877,16.04,59.9612
4ef191ff1497d23141ba6adee8ada8bb-hwb-n28-02-S818962541.shuffled-as.sat05-492,TIMEOUT,184,896,7120696,8472180,226706511,10.91,59.9696
1894ae9b8d9cf1056b177c9f08b90758-bench_4799.smt2,UNSATISFIABLE,3126,10794,345,1131,17173,12.02,0.013897
25a7f9390a42ebe2ee16dd2d714dafb0-gencnf-k7-r88.7-v85-c7539-09-S501777237.used-as.sat04-259,TIMEOUT,85,7539,2447624,2831840,29985763,20.97,59.9705
22de0164f0467afbd79f3c3006eaf986-fdmus_b21_94,UNSATISFIABLE,2760,7579,6992,13108,392002,11.84,0.075333
2035c51968baa1217ec6dafa13d012b1-par32-1-c.shuffled-as.sat03-1531-sc2002,TIMEOUT,1315,5254,1837467,1956346,380584231,13.94,59.9765
c8dea53443bb326f3b3b2cf0070f3acf-fdmus_b22_621,UNSATISFIABLE,3090,8389,15363,30483,1053059,12.09,0.174795
017ba03ed108f492c9293c7c95e5cae9-multiplier_14bits__miter_14,TIMEOUT,4376,13016,2151347,2617689,290781380,14.68,59.9509
9dc2564f36969c43dc331781d4417afe-fla-komb-360-4,SATISFIABLE,360,1874,33618,41897,1667297,10.91,0.313685
db4fb5fcfcf1ec707225f26c8edceb6a-Schur_160_5_d33,TIMEOUT,757,27785,700353,994231,40142296,69.81,59.9333
f7d2dbd7bdbd680865fed7f2399b40b2-unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled,TIMEOUT,65,5785,3054517,3455148,30891413,19.06,59.9613
e60169c0f2fa5075e1b3540731e4d2f2-31_2,TIMEOUT,5088,16928,324900,362618,363122164,20.46,59.9434
9af99c2ae810a0c5496210d40c232e02-complete-400-0.1-7-9876543214007,SATISFIABLE,800,47365,0,11,800,20.27,2.06291
57087f10655c21ba1bc5917d7bcc0a6d-unif-k7-r87.79-v110-c9657-S8591011949168790975,TIMEOUT,110,9657,1976107,2369156,29168647,23.91,59.9798
172d52d87903f004b1ffc50ede4184d6-x9-07033.sat.sanitized,SATISFIABLE,350,3155,119140,151444,9863705,11.05,2.35758
04327b18171b43ff06586707499b97fc-hypercube4.shuffled-as.sat03-1434,UNSATISFIABLE,32,128,83351,142749,561881,10.79,0.137178
815a7d43066b258aeffed6e0dfb590b0-unif-k4-r9.83-v1800-c17694-S7940148189239469620,TIMEOUT,1800,17694,969628,1876375,134865578,78.82,59.8841
7265c2cd8ae4c9e126ff38cbd0c48334-unif-k4-r9.931-v800-c7945-S3494195621600818529,TIMEOUT,800,7945,1614170,2409557,128914029,43.77,59.9751
a030c5ebd30aab5066fea52b9c6cc943-mm-1x6-6-6-sb.1.shuffled-as.sat03-1491,SATISFIABLE,645,11698,339,1524,21762,11.94,0.022233
52d591859e2047fa6c804d6424c55c74-satch2ways16,TIMEOUT,16883,51525,352043,564670,241753150,83.21,59.8626
a06e32f14a4e0bca8b96826c2377b22b-bqwh.33.381.shuffled-as.sat03-1642,SATISFIABLE,1555,9534,469535,636891,129445733,20.54,34.0201
6af5e03e2d9c7c70e0d495ccc9adc8a9-unif-c1700-v400-s1252784598,TIMEOUT,400,1700,4128901,5090162,246700984,12.29,59.9683
fd7fe288135a5a6f723a4212a58e51e4-glassyb-v600-s718228606,TIMEOUT,600,2800,2962962,3882327,228896074,18.41,59.9819
3f6eaf6621669afa72876a5c72a96c8e-satsgi-n26himBHm28-p0-q293,SATISFIABLE,728,18954,0,379,728,12.09,0.00764
70af306332433c08025e3628ef18f679-am_9_9.shuffled-as.sat03-365,TIMEOUT,11908,41391,972600,1493190,137093895,97.8,59.8358
eba3bf8ef4da71077d69e345cf183302-bench_3373.smt2,TIMEOUT,28489,93745,576155,970478,313266622,81.72,59.9306
84636d1951a5ec80693de280ca280927-x9-02081.sat.sanitized,UNSATISFIABLE,100,899,243,301,7424,10.91,0.002746
369de8a2b0f17c1c53701ea8742bf5e9-unif-c1300-v650-s1730459513,SATISFIABLE,650,1300,0,214,328,11.04,0.002778
c63424f7bb57831af348463adc9003fa-rope_0300.shuffled,UNSATISFIABLE,10800,25200,1076749,5289387,36890053,24.93,9.00042
4bd8c08712ca0011259b15842564ed4f-unif-k4-r9.931-v1250-c12414-S4972233868208552220,TIMEOUT,1250,12414,1192810,1973542,129416077,60.94,59.902
32409f058aa35c4e88e4a11c71ac6bfd-fdmus_b14_143,UNSATISFIABLE,3636,9892,10314,26080,823675,12.32,0.127909
2886faaa2f217969359a9866e5bcef0b-fdmus_b20_420,UNSATISFIABLE,4953,13563,22404,55618,1639317,12.81,0.283882
860be88baea0d132a579e44aa19205d4-5col160_15_5.shuffled,TIMEOUT,480,6384,2310684,3003172,157066839,23.34,59.9251
997b12b67875e4ca09b183fc1239efc7-unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN,UNSATISFIABLE,250,1065,855892,1033404,38001491,10.91,8.04177
2ca75150c25258e862e346ca1dfcd121-unif-k3-r4.26-v350-c1491-S87195105-042.SATISFIABLE,SATISFIABLE,350,1491,833275,1034546,45881293,10.91,9.26879
dc0210cf77920752db1dc742ca3b2229-okgen-c1912-v450-s243113776-243113776,TIMEOUT,450,1912,3790567,4717738,241310258,13.68,59.9699
8a6e8365555580ed3e0ccea9998b5fa6-SGI_30_70_26_40_6-dir.shuffled-as.sat03-163,TIMEOUT,780,66810,237893,380255,18825233,81.48,59.8953
dfbc1fe84cf69be48b9f3055bce4be19-gensys-ukn008.shuffled-as.sat05-3587,UNSATISFIABLE,952,54019,8259,13881,846690,16.05,0.56085
d35caf50ac810de6ae2693995894a629-battleship-8-15-sat,SATISFIABLE,120,484,115,277,1799,10.91,0.001415
c66167837eaad5a6ddc6ee40fa77488f-fphp-012-012.shuffled-as.sat05-1200,SATISFIABLE,144,1596,1,24,136,10.91,0.002931
db7c9e9d7e89d013ca96bf2d865f0d96-Mat26.shuffled-as.sat03-1528,TIMEOUT,744,2464,4868593,6181033,263171772,13.48,59.9891
9e9cb7cca991e06b494b599697ae4c6f-unif-k3-r4.2-v2000-c8400-S779309989-069,TIMEOUT,2000,8400,1378562,2133967,241941054,33.46,59.9454
18067cb7a908f97757537a51e83dc10e-bench_2391.smt2,TIMEOUT,20515,69364,642116,978577,316912125,77.84,59.8778
10a553afab3c4406968b1f6b3abfcfcd-gensys-brn100.shuffled-as.sat05-3765,SATISFIABLE,2901,17998,18079,91777,950996,13.05,0.369639
52aaf653a79ca14fa1127cda32aa94ce-noL-11-10.sanitized,TIMEOUT,1419,7821,2720875,3867541,108767457,29.02,59.9814
e1b7eb30b30fe24bd77898312bf42c8f-udiv47prop,TIMEOUT,19816,58560,1094698,1555461,274959536,60.89,59.9571
3c80dc7ace9b454938e96ac13f543c79-unif-k4-r9.931-v1580-c15691-S596504817153229526,TIMEOUT,1580,15691,1034595,1865186,131072233,82.83,59.9017
5e64ba69f8227ed739aa282898defbad-Break_triple_08_12.xml,SATISFIABLE,3601,13743,12228,32710,3116818,14.23,0.409917
3cb37fe32fcf19f1603f8eea0273817b-rubikcube912-sc2017,TIMEOUT,3090,59825,1006466,1135857,302184809,39.89,59.9537
0a1331b71f94021b3ff2ad51f88bcbfb-fla-barthel-500-2,TIMEOUT,500,2150,3467608,4381756,240642712,14.7,59.9046
7b1e533d219f8fadcfdb74fe72cc622c-unif-k7-r87.79-v150-c13169-S1391982409282094419,TIMEOUT,150,13169,1675176,2082187,30718187,39.17,59.9744
2a580e0c7e9a182e91fed6686f38f6d0-unif-k7-r87.79-v102-c8955-S5955069033012101914,TIMEOUT,102,8955,2108249,2503965,29390878,22.21,59.9852
b74cd6cd296b3900b148aa04782ca688-fdmus_b17_1427,UNSATISFIABLE,8475,24234,927,2283,440952,14.29,0.079672
92afef62e7c2a187982f88e57fff9a5a-udiv40prop,TIMEOUT,14342,42271,1256322,1712046,267145119,45.56,59.9306
8390c2fe0047f94e75fac283fc90e0de-okgen-c700-v350-s344885729-344885729,SATISFIABLE,350,700,0,115,173,10.91,0.001256
a9a3a4c5f2a7c6e9944ad6350111c6b0-toughsat_25bits_0,TIMEOUT,827,20662,1090803,1340887,91920148,31.06,59.9282
534ca733bf9abb0f9510b94ebf93dd38-x2_56.shuffled-as.sat03-1602,TIMEOUT,166,442,17930251,28026021,175083055,10.91,59.9646
9586cd6b322e00831ee5548436511fb1-sha1r17m72a_p,TIMEOUT,2504,10705,1350449,1906495,210577946,21.75,59.9832
e0b82874ce0da6939cad4987cd312d42-ccp-s9-facto2,TIMEOUT,630,14139,4766048,13972460,185822407,55.8,59.9406
98645d82c55790af9c034865c15d4030-aes_32_2_keyfind_2,SATISFIABLE,504,1736,251198,280512,17017622,11.05,3.64513
c4b101bb55e5b92707ceb2ee6d4dc35c-unif-k6-r43.37-v230-c9975-S7504298588654459931,TIMEOUT,230,9975,1779823,2325382,48253755,31.89,59.9009
58075e8bb9fc1f26f9bd667661b612c4-x9-12088.sat.sanitized,TIMEOUT,600,5395,1525589,2080475,181815443,17.53,59.9572
f82ab930c4a4b32ef0dad688e81202a5-unif-k3-r4.26-v300-c1278-S1990987164-054.UNKNOWN,TIMEOUT,300,1278,5229434,6311652,255417059,11.0,59.9858
78a239d31d0ea107291d5785c74fa337-hgen7-n250-02-S1625158946.shuffled-as.sat03-851,SATISFIABLE,250,1104,3540013,4374435,168741077,10.91,39.3609
14ea1189a0dfd842e602bb39bf7f7b7c-size_5_5_5_i218_r12,TIMEOUT,3220,12314,2090097,2921846,286130930,36.51,59.9616
61b03b95036a5f254aad543e5f13065d-mod2-3cage-unsat-9-16.shuffled-as.sat05-2591,TIMEOUT,87,232,23501411,35777412,218260451,10.91,59.9855
943983f3f52cdedfca8d9f95afb9c784-bench_3412.smt2,UNSATISFIABLE,5956,20293,3223,9374,224734,13.58,0.04736
84f07f674ad0e6c2d32ef92352a93c88-unif2p-p0.9-v1170-c4235-S622482268-08-UNKNOWN,TIMEOUT,1170,4234,2208586,2925166,289001022,18.78,59.9805
249978b53a2774fd16e79d6b829a30a4-bench_5174.smt2,TIMEOUT,17998,57472,809964,1276382,344859455,75.56,59.9555
01e407c1be777e7a6bff6f69c871191e-fdmus_b22_656,UNSATISFIABLE,3537,9625,33589,67652,2224199,12.16,0.373594
976b6d05720db272f318b568f5373402-unif-k7-r85-v220-c18700-S1766907733-036,TIMEOUT,220,18700,1460271,1926138,35392413,53.76,59.9526
5dba26dc3a95c7e77642bad9cda57607-unif-c500-v250-s673243691,SATISFIABLE,250,500,0,83,122,10.91,0.001912
ccf3d787364a558bad1c3e46b5e7c0d6-linvrinv8.shuffled-as.sat05-567,TIMEOUT,1920,6337,1289890,1921891,321686508,23.36,59.9634
c9ae591f3abe9d5cd3948a554fc50d7f-at-least-two-homer16.shuffled,TIMEOUT,792,4009,1436457,1775133,19411602,20.68,59.9545
a49a8cc8cee388be59946db3fcd8a21d-unif-p12-k5-r21.117-v250-c5279-S3852885293456971873,TIMEOUT,250,5279,2505751,3198882,80064348,23.81,59.9917
b2a3d5cef8030d90cfe77271eaf77a11-manthey_single-ordered-initialized-w18-b8,UNSATISFIABLE,2160,13105,1189,3075,206270,12.19,0.03178
b1578bead697161bfac089b44424730d-multiplier_16bits__miter_27,TIMEOUT,5776,17200,1413399,1982503,263955596,21.25,59.9557
971165485129a5b49d438921cbebdd48-unif-k5-r21.117-v395-c8341-S349345752171201459,TIMEOUT,395,8341,1851738,2572652,80971461,29.09,59.9755
805a742eb8b4e0df3561ca8e0670670b-homer20.shuffled,TIMEOUT,440,4220,1339776,1683556,33522775,24.08,59.9682
8b6c361dd4f237bb044b6e9f8a2819e1-unif-k3-r4.267-v3600-c15361-S890104795690146098,TIMEOUT,3600,15361,993241,1807833,255675551,56.08,59.9466
8e072950bf48430f8c646627aa77a19a-unif-k7-r85-v200-c17000-S2140929154-062,TIMEOUT,200,17000,1478782,1922601,33574103,33.55,59.9692
b534de813a27398b058f616607592c25-unif-r4.25-v700-c2975-08-S2097752582.used-as.sat04-98,TIMEOUT,700,2975,2900496,3773636,253717330,17.27,59.9713
9999a81054eb334dd47045b0db37c4a4-x9-02034.sat.sanitized,UNSATISFIABLE,100,899,266,321,8720,10.91,0.001837
1a96e1862794cc9aaccb7ab7158b5f25-unif-k7-r85-v160-c13600-S1178729443-051,TIMEOUT,160,13600,1701623,2135540,32872813,43.31,59.9529
847c8843ee292b9b31f0c346574af260-ramsey_4_4_19.normalised,TIMEOUT,171,7752,3639907,4863302,54569480,25.94,59.9631
69fa44fcb820498052eb8a1d7ecf3005-sat-grid-pbl-0200.sat05-1339.reshuffled-07,SATISFIABLE,40200,79799,0,1,2,23.07,0.114227
cdbaa5fdcb407cabb59b56aac74940ed-c2670,UNSATISFIABLE,2627,6755,2891,9319,134226,11.79,0.03253
f0f3e91ad23e7697598a518665605b95-rpoc_xits_08_UNSAT,TIMEOUT,1278,74788,1119757,1402760,114019889,54.8,59.9569
b723ec2e54b3bc3235bac7169888cff9-unif-k7-r89-v75-c6675-S342542912-045,TIMEOUT,75,6675,2673300,3060718,29901333,20.37,59.9805
88b11170d13f01a12fba7a187785067d-20180326_095804936_p_cnf_320_1120,TIMEOUT,320,1119,4820839,6037793,258162954,12.84,59.9834
d74c2d2bf6302de55c6d24cb1de050a8-unif-r4-v500-c2000-04-S1020445305.used-as.sat04-4,SATISFIABLE,500,2000,3281321,4193276,237218672,14.19,53.9386
cc2e83a47f3dd47721e882f79d0844d7-3col220_5_10.shuffled,SATISFIABLE,440,1853,23433,29882,2396768,11.04,0.439962
025b4355cf82995a0c901b109bb2be55-bench_5103.smt2,UNSATISFIABLE,3127,10798,448,1284,22351,12.02,0.015872
321af46fd04f1e9170e46ecb0926c019-stb_599_418.apx_2_DC-AD,TIMEOUT,1198,20551,742973,1089333,102229426,27.38,59.9551
ab0853dbdacc81a2f06a5906b5f48bab-em_7_4_8_exp,SATISFIABLE,1617,25837,224940,513165,31520878,38.57,13.7471
456018759ee87be4d345e9987ebcd73b-hwb-n32-02-S1478512323.shuffled-as.sat05-498,TIMEOUT,226,1078,6203278,7366016,241942816,10.91,59.9897
81f9e04481ab5880e31a0322203ce334-fdmus_b17_394,UNSATISFIABLE,3831,10642,14168,21044,2073080,12.35,0.322036
2c5fe51e70f903c21957dc7015da7dbf-unif-k3-r4.2-v18000-c75600-S1550223396-041,TIMEOUT,18000,75600,330987,1417589,251901362,256.77,59.7247
ad2b1829387e1ec0cf33172ceca59cb6-maxxor032,TIMEOUT,13240,39141,845822,2398016,255765749,56.8,59.9185
67165a47abc4d7940c902ae87e754ac0-unif-k5-r20-v800-c16000-S1059928571-06,TIMEOUT,800,16000,1158121,1879675,82909769,101.19,59.9289
2cdfbf1bf8828d563e2d64c4a3b21c4b-mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07,TIMEOUT,87,232,22909932,34784332,208252219,10.91,59.9664
c148fba5d99a571988107c0054ea385a-rbsat-v945c61409g7,TIMEOUT,945,61409,387369,706490,40153648,124.16,59.8755
d94cfe712031abae0fc94e4310b319df-rope_0004.shuffled,UNSATISFIABLE,144,336,2446,4399,45651,10.91,0.008647
a68e38da908c99e374bbde8f718a8873-unif-k3-r4.2-v15000-c63000-S38529837-091-UNKNOWN,TIMEOUT,15000,63000,353690,1359174,240524222,165.41,59.7009
64778902de3d1d77ac19ced386b7f54a-WS_500_32_50_10.apx_1_DC-ST,TIMEOUT,1000,25500,555248,859381,66803019,54.55,59.9336
262009b8df6350761c7dfc8761f0af79-intervals788,TIMEOUT,2449,52707,1028182,3148671,66443364,139.38,59.8687
1147e812fa01307d16318edf592eda6f-bench_2258.smt2,TIMEOUT,23266,79030,537423,825908,315831561,80.19,59.918
fcabc44b07cb20e88870ffd977aa50af-x1.1_72.shuffled-as.sat03-1586.cnf.mis-142.debugged,TIMEOUT,30460,60567,964401,1346755,312914330,56.0,59.9463
675ccf81a9933446c7afd5087927c33f-x9-08094.sat.sanitized,TIMEOUT,400,3602,1996064,2469118,177587101,13.77,59.986
b7aa8269c7b19f032dfa4b72e76100cd-okgen-c2940-v700-s1503316932-1503316932,TIMEOUT,700,2940,2754972,3601936,237757575,17.81,59.9466
a45d7a611305683a8db8c385ac7cee31-vlsat2_11_26,TIMEOUT,1134,23888,3019187,3874398,71568414,18.83,59.9685
4a7e3472982f05f478330e647267d5af-x9-07049.sat.sanitized,UNSATISFIABLE,350,3155,164038,205047,13471760,11.04,3.32558
ab7d01488c23724216da7b7b98297a5c-size_4_4_4_i2704_r8,TIMEOUT,1140,4253,2948847,3743388,240079385,16.17,59.9809
90337b30ba86281b44dcd47b67a4d386-unif2p-p0.8-v2405-c7479-S2108627398-03-UNSAT,TIMEOUT,2405,7478,1382833,1847041,303912896,20.06,59.9666
0278eee117c3821771e2d18d710a89ad-equilarge_l5.sat05-522.reshuffled-07,TIMEOUT,4478,18519,991240,1150716,399675836,29.89,59.947
308275145391e1fec4ea342d4ba40938-gencnf-k5-r21.5-v131-c2816-03-S147099898.used-as.sat04-183,TIMEOUT,131,2816,3824754,4571936,77829521,15.93,59.9747
794d3f9638a233f0361779b23a35193f-x9-02060.sat.sanitized,SATISFIABLE,100,898,23,41,886,10.91,0.001762
84bca9a65ab42940b69dff8102d39916-x1.1_72.shuffled-as.sat03-1586,TIMEOUT,214,570,16854891,27096902,157351401,10.91,59.9956
1da295e464b0f17a9f39961d13b25773-contest04-lksat-n1000-m6860-k4-l4-s1935114289.sat05-523.reshuffled-07,TIMEOUT,1000,6860,2092023,2606191,237971859,16.43,59.9781
81cee668c1e52ebc1dac1fd9b18cf66e-sgen4-unsat-101-1,TIMEOUT,101,212,12131792,16012362,314672316,10.91,59.9926
