instance,status,variables,clauses,conflicts,decisions,propagations,memory_mb,cpu_time_s
13e4808e6623ec7926380d36b82b18a5-gencnf-k6-r44.3-v123-c5448-01-S1510587762.shuffled-as.sat03-1768,TIMEOUT,123,5447,2771483,3316649,48290500,18.96,59.9611
683561e20cbb388ea977b849cbbac0f6-x9-02063.sat.sanitized,SATISFIABLE,100,900,83,114,2738,10.91,0.0
dfc1913a80f0c74f626b92828ea5420f-3col200_5_2.shuffled,SATISFIABLE,400,1692,9266,12063,873942,11.05,0.149839
9efe7399e05d27b05bb21172e1e03d2b-hgen8-n320-02-S1127428711.shuffled-as.sat03-891,TIMEOUT,320,492,7371010,10182260,204929575,10.91,59.9574
f543c8769f40a00fbcf94a08b1a3217f-rand_net70-60-5.shuffled,UNSATISFIABLE,8400,25061,527603,815992,290548947,35.43,57.7379
caf3c2443215cd682042dbae294f8404-x9-09005.sat.sanitized,SATISFIABLE,450,4054,191063,260587,18624467,11.23,4.69465
08b7c7d5a145d7fbcaf7f56781022025-unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE,TIMEOUT,50,4450,3709794,4109718,31177457,15.86,59.9378
f98872116237d4b25a73bb2c4c64e331-QG-gensys-brn008.sat05-2685.reshuffled-07,UNSATISFIABLE,1467,7309,2199396,3997830,74956696,14.92,45.7248
fa5dc523b6972409f642255c82aec47b-fdmus_b14_211,UNSATISFIABLE,4086,11152,13635,33222,1209653,12.31,0.184512
731c4aaf2c2b62d148ddf3f0b9ec90a8-unif-k5-r20.756-v720-c14944-S4907302974837073637,TIMEOUT,720,14944,1173930,1848112,77855195,55.7,59.8841
7a98fe3278e43dc13640e1c367744cb1-unif-k5-r21.117-v355-c7497-S4730954766715524351,TIMEOUT,355,7497,2075014,2837327,84290003,32.29,59.9617
b79f4e762b59169dd24e815f58151aa2-Trivium_no_init_out350_known_last142_1_u,TIMEOUT,2187,21364,1105179,1232259,121258816,31.16,59.9697
ed0518039ee143f31fe2deda251b4912-fdmus_b17_1037,UNSATISFIABLE,6675,18659,582,1184,197577,13.62,0.041699
eb98f178d048a860ceecbdd4d2349ef4-PancakeVsInsertSort_9_5,TIMEOUT,5511,19837,1343880,2141711,343267464,32.5,59.9433
d85ca9deae350ae70db1a81ce80a3154-unif-k3-r4.25-v480-c2040-S1229813320-044,TIMEOUT,480,2040,3855267,4841467,259783075,14.81,59.9883
69468f4da861b2f96cf7fcbcca77f899-fdmus_b22_633,UNSATISFIABLE,4629,12586,31081,77662,2469258,12.77,0.399375
e334d0b5fa95a33f9235a040c46d8337-okgen-c1125-v250-s573824427-573824427,UNSATISFIABLE,250,1125,250670,301181,10625492,10.91,2.07169
b0f5f9562cca5b0ec880eb6f194c94ad-fdmus_b22_103,UNSATISFIABLE,4296,11867,22027,49066,1401781,12.59,0.244237
24a064e1854f1014b8dc0e8e1546220b-fdmus_b20_241,UNSATISFIABLE,5274,14631,19468,61743,1726389,12.98,0.259204
9d3391b165077b73c039b70764c3f1bb-x9-11071.sat.sanitized,TIMEOUT,550,4946,1684781,2244168,188484963,16.86,59.9864
f9e875dbd6d8cc4b7cc9f28e3081890c-x9-09096.sat.sanitized,TIMEOUT,450,4056,1912576,2415713,186327825,15.19,59.9877
52221de1159ffa1a0d6bb1ff39d73c9a-unif-k3-r4.23-v23000-c97290-S7924909623747252615,TIMEOUT,23000,97290,291167,1511266,261297128,246.07,59.6916
2cb3794bbfdd151d45966478e2a5f8bc-x9-06060.sat.sanitized,SATISFIABLE,300,2703,12295,17040,908869,11.04,0.177672
b264fae13ceba46efcd77b0eb3c0f97c-unif-k3-r4.26-v400-c1704-S1561551265-12.SAT.shuffled,SATISFIABLE,400,1704,1596544,1983915,95992995,10.91,20.2617
2e3dbf6e804c7743c0b4844fc33c90d6-manthey_DimacsSorterHalf_36_7,TIMEOUT,4119,13249,807270,1100082,296401135,32.02,59.9229
74f282b1376a9d21a8a888eb49381e79-gripper11.used-as.sat04-421,TIMEOUT,3222,25383,898117,1955341,176918004,80.18,59.9435
7b7d94844b730bd2015a6328464bc706-6cnf20_28000_28000_8.shuffled,UNSATISFIABLE,20,803,1187,1259,5954,10.91,0.006727
c2d58fc709a8b35863e80c7e398ca787-rbsat-v760c43649g7,SATISFIABLE,760,43649,606331,879595,55734856,92.46,52.6824
c5a5288a95feafd2d7c706e9d107929f-x9-05075.sat.sanitized,SATISFIABLE,250,2251,3096,4126,198437,10.91,0.037267
d8c59fd47d9360fa1f4a03fc8ee0a97c-hanoi6.shuffled,SATISFIABLE,4968,36358,153920,349361,12963780,23.55,2.80914
110f8eb8b9b80204fe955ea0973bbb00-clqcl_30_7_6.normalised,TIMEOUT,825,25042,4572031,52188461,177291514,72.95,59.9431
a3078f6b4f69860295af52b4b5e2f166-unif-c1075-v250-s1297201960,SATISFIABLE,250,1075,32887,40479,1462608,10.91,0.247351
fa8093b8322cda9bdd0de73ca72d7c75-bench_3505.smt2,TIMEOUT,25148,80983,734605,1235870,314023224,87.45,59.9291
d685411197f4a78b1fdb4d9f5e9d17aa-unif-k3-r4.25-v360-c1530-S1459690542-033,SATISFIABLE,360,1530,1337717,1655258,75076557,10.91,15.9435
d611e32817efa283897b6971ecb9c72d-toughsat_24bits_1,TIMEOUT,687,19618,1175741,1449322,83082008,32.92,59.935
04296c034b9b888599263926aab8ddc8-fla-komb-520-2,SATISFIABLE,520,2707,1751345,2195193,112401281,13.34,27.8713
356409b70623484da341ed165705416a-bench_2138.smt2,UNSATISFIABLE,6150,21127,2771,7887,217564,13.54,0.044791
51e7a96fb03cffd7f61add5291c859dd-fdmus_b21_262,UNSATISFIABLE,6000,16634,32589,105884,3010437,13.12,0.449278
307586ddb51dbb0217b1611876e59882-aes_32_3_keyfind_1-sc2011,TIMEOUT,708,2539,2771658,3082729,275225117,12.57,59.982
6b5e65dd3db1484dd483dec5b0b40710-bench_16711.smt2,UNSATISFIABLE,4312,14138,2354,6551,106663,12.62,0.030745
a51144be3918f2931d75cd749b89550e-5cnf_3900_3900_240.shuffled,TIMEOUT,240,3744,3101220,4020371,100184352,19.14,59.9671
29aa916ea226cf3f116b06aab611bb6e-am_7_7.used-as.sat04-340,TIMEOUT,4264,14749,1592767,2099941,176078656,42.36,59.9611
e9f2fc8d81f9b1a9cf1b4fdadc2a53d6-fphp-018-017.shuffled-as.sat05-1231,TIMEOUT,306,5067,3229545,4058661,39704088,41.48,59.9712
16c27d738cb45b766b8823ca4f428cf0-rbsat-v760c43649gyes7,TIMEOUT,760,43649,964196,1432401,72116576,74.38,59.9302
4f38f4b005cc54122135c8c21aec4b85-intervals7,TIMEOUT,2621,59568,966916,3510248,80914942,134.71,59.6835
9517951125034200bab1d17c28f36df1-urqh5x5.shuffled-as.sat03-1481.cnf.mis-127.debugged,TIMEOUT,19457,39057,1413179,1984706,287312853,37.11,59.9659
9d14843484ef392285db8c713d0368d4-OKgenerator_s0=32s1=44n=900l=5cp=18000-Dnr0=0nr1=7-o.shuffled-as.sat05-1581,TIMEOUT,900,18000,1116165,1869803,86572395,82.92,59.9193
74278c197b6bab0433acfbb04a3a0ae9-bench_1659.smt2,TIMEOUT,28489,92264,611796,1003554,334084150,89.31,59.908
94f86656c930b9ffc7b741169eabfb01-depots3_ks99i.renamed-as.sat05-3945,SATISFIABLE,1037,27426,159,841,18823,12.65,0.031707
5c38381d59f6e6764e816ff68342dd7a-OKgenerator_s0=32s1=40n=4000l=3cp=16800-Dnr0=0nr1=5-o.shuffled-as.sat05-1674,TIMEOUT,4000,16800,974412,1854305,270692067,78.94,59.9472
50cc38d2ad474920370da3fd64db0414-fdmus_b22_388,UNSATISFIABLE,5289,14566,18467,53954,1508514,12.96,0.251003
29c2bd4fc2e1ea279d9c10226bdf15a3-unif-k3-r4.26-v450-c1917-S1097024859-001.SATISFIABLE,TIMEOUT,450,1917,3972659,4998654,258729373,14.1,59.9635
4ee84e1c09d0b8434879475eccc9dc29-7cnf20_90000_90000_4.shuffled,SATISFIABLE,20,1554,553,620,2495,10.91,0.008596
83ced7d9ee8058c52c9a68ded7fad0a5-p160_1,TIMEOUT,160,21744,2836680,5009585,29403925,47.75,59.9573
4d2f74ef97b6d40ebd71f85dcb75c543-tseitingrid7x160_shuffled-sc2016,TIMEOUT,2240,8960,9910405,34245831,115893960,120.28,59.9088
43ba635a5770479558c1d75d3bec59bd-unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN,TIMEOUT,650,2769,3105167,4016718,251351618,17.72,59.9446
6d5846d16e5a81fe5b9f580d56593018-unif-k3-r4.261-v650-c2769-S1970010471-03.UNSAT.shuffled,TIMEOUT,650,2769,3133603,4040545,254140758,17.15,59.978
475c87e60d64dadd13a44fad891decab-fla-qhid-400-4,SATISFIABLE,400,2200,1993,2680,112983,11.04,0.018204
11ae579d24a48a540de6ebf4df41dd7f-okgen-c1680-v400-s2131672751-2131672751,TIMEOUT,400,1680,4261888,5314697,254235029,12.34,59.9884
5336602fec42b0ff48218d2ad82491b4-ccp-s10-facto4,SATISFIABLE,2360,86089,205,4425,12596,16.36,0.053908
322b351df09ea7ef903349e7de11ce22-gt-014.shuffled-as.sat05-1302,UNSATISFIABLE,196,2289,12169,18038,181041,11.05,0.055783
1f413718bf393d43d31a1e498fc4d123-SocialGolfers-6-6-6-cp_c18,TIMEOUT,9188,81017,946955,1517162,235101338,58.56,59.9495
711b026afcf40cb7d987396dac1580b3-unif-k7-r87.511-v110-c9626-S2432300716846672304,TIMEOUT,110,9626,2137224,2558123,31522127,22.31,59.9824
f46b162bbcd251fc6c088300914bf5fe-randomG-B-Mix-n20-d05,TIMEOUT,640,1399,3873100,5108402,145022208,15.83,59.7415
94969ac6b46c4393c04efa0cec076021-balancedhidden-k3-n738-pos5-neg5-03-S586290700.shuffled-as.sat03-907,TIMEOUT,738,2450,2738107,3826340,262688878,18.09,59.9635
b365e025ccf95ec129724ba8cb6aef27-x1.1_48.shuffled-as.sat03-1583,TIMEOUT,142,378,21249386,33932603,175723675,10.91,59.987
3b9fd138f837e4a65e820741b1e500a1-unif-k5-r21.117-v290-c6124-S8575901326652697363,TIMEOUT,290,6124,2315008,3027704,81700462,23.32,59.9395
d0d1289b63159af0e27c15cc2235c274-sgen3-n160-s40283905-sat,SATISFIABLE,160,384,5239349,6381328,187266943,10.91,45.5601
61fab123198a6a86510428a364458624-unif-r4.25-v750-c3187-09-S1788355167.used-as.sat04-109,TIMEOUT,750,3187,2803727,3677537,257205821,17.46,59.9779
b46a9740a6e93b793a9d6bbcc9aee788-unif-k5-r21.117-v480-c10136-S7972863680715047597,TIMEOUT,480,10136,1623160,2331730,81170914,40.05,59.9508
373832bbf3048e90f3e3da7b35f66ef1-barrel4,UNSATISFIABLE,578,2035,65,68,4471,11.05,0.001627
2322f9b6d3bbe605ef2afbe0536b9307-rphp5_080_shuffled,TIMEOUT,800,13925,897637,44760131,84919266,52.23,59.9609
cd04a87d116c7b193e1a569522c81cbe-bench_2785.smt2,TIMEOUT,25148,84067,640587,1055149,325388369,82.92,59.797
9554c96c0a212275e529a8b156fc1e9b-fphp-020-020.shuffled-as.sat05-1204,SATISFIABLE,400,7620,0,38,380,11.47,0.008922
946394f56829411ebe404c75e498fd36-mod2-rand3bip-unsat-150-2.shuffled-as.sat05-2655,TIMEOUT,150,400,20904097,33390564,171896149,10.91,59.9964
9dd11f2ecf1d0da10efff6e709eff2d8-unif-c1225-v350-s655749504,SATISFIABLE,350,1225,180,347,10805,10.91,0.002484
0c1229dd6d69a3435089228613a4586a-combined-crypto1-wff-seed-134-wffvars-500-cryptocplx-31-overlap-2,TIMEOUT,1545,17553,1517649,1914706,102390653,28.05,59.9495
f028b2c44f0f4536cfa17a4df153b889-satellite3_v01a.renamed-as.sat05-3989,SATISFIABLE,303,7840,1,78,348,11.34,0.008244
0cc5ebcb98ea7b56d870fc7c520149e2-x9-02078.sat.sanitized,UNSATISFIABLE,100,902,232,293,7415,10.91,0.002519
6221b4044bdfe3bf23f4c3390852767c-mp1-klieber2017s-1000-023-eq,TIMEOUT,6118,18282,1126869,1189238,397442178,18.34,59.9881
8e6be2759ab26895a02c2e77c1d1ffd3-unif-c1750-v500-s1272200162,SATISFIABLE,500,1750,5477,8071,406500,11.04,0.056145
fb10aed8bfc31c85507a1c888cdfaca1-bench_11482.smt2,UNSATISFIABLE,2288,8197,175,2264,41617,11.94,0.011624
6bfe5f11d71952250b11bb63b107fb79-OKgenerator_s0=32s1=28n=1000l=5cp=20000-Dnr0=0nr1=8-o.shuffled-as.sat05-1531,TIMEOUT,1000,20000,1059749,1865452,88546875,141.56,59.8878
b8d0d17a2cea5596db7817eab8959c4a-unif-k7-r87.79-v92-c8077-S1578265726355776924,TIMEOUT,92,8077,2478242,2886574,32071647,22.52,59.9913
136a88cc3c959678b31a80385442c2f6-unif-k3-r4.237-v18800-c79656-S5371918603082176812,TIMEOUT,18800,79656,350573,1563801,275531396,257.78,59.6949
6a75521a3cb6a78b267998870d3edb9b-hgen1-v350-s1654125906,TIMEOUT,350,1225,4676830,5919260,267010944,12.97,59.9746
61078a0dabcc6b95b7e9d0ac0dad5c67-unif-c3250-v500-s1707380740,UNSATISFIABLE,500,3250,3090632,3787172,169373125,14.91,49.5952
7d080ee5def8e0e645234a3dd992a9d9-okgen-c4225-v650-s851652441-851652441,TIMEOUT,650,4225,3026240,3786032,198987634,18.17,59.9789
4cd57c9834ab1e8bd08145db4477a548-unif-k6-r43.37-v235-c10192-S37617054612067224,TIMEOUT,235,10192,1879661,2465035,51666757,31.99,59.9727
d429ab8e6c9397b5072fe4c5be8b94be-frb65-12-1.used-as.sat04-873,SATISFIABLE,780,24731,399356,540633,41318022,28.09,20.8464
3aabfbbc2e80b763e96efc5e8572d50e-4col100_9_2.shuffled,UNSATISFIABLE,200,1761,957403,1429834,30066193,10.91,8.24284
11f7856b53db9263e48e81a61b0573fd-sted5_0x0-157,TIMEOUT,2345,58448,581392,763913,97345922,57.45,59.9298
0dd5e9b79b4ec0ab5b60b0a637d35908-fla-komb-440-3,SATISFIABLE,440,2290,697616,862228,39428552,11.05,8.85293
91dc5ac22e8ce994df70a0f2cef96141-Urquhart-s5-b9.shuffled,TIMEOUT,131,1268,15084727,24718861,109783953,15.14,59.9612
a12bb1cc7368a41319792a395275eee1-stb_792_333.apx_1_DC-AD,TIMEOUT,1584,16179,897063,1255086,163884513,22.84,59.9808
8188f17216adc523f5f5c46770c9b923-3col80_5_8.shuffled,SATISFIABLE,160,652,163,180,7063,10.91,0.00345
9ef71f8997aa0b493408da4f01365e35-fla-500-2,TIMEOUT,500,2205,3829236,4820495,258325068,15.27,59.9741
77e007986333e2012cc02cfbf055ec26-toughsat_factoring_958s,TIMEOUT,1824,9672,936404,1135139,305983134,16.04,59.9913
af0d5586a4f3ddbfa7ccc2a06271aca0-bench_3053.smt2,TIMEOUT,26642,89633,636281,1039189,328341284,88.21,59.9303
8583b476b3f102f80153ae057c3d90e2-3col280_5_5.shuffled,SATISFIABLE,560,2357,95412,122396,11510929,11.04,2.22814
2501d37fc8ab75982218060b1ee1a6fe-bench_17338.smt2,UNSATISFIABLE,6062,20795,2334,6254,139576,13.62,0.037447
25efaf6b3b24c76366049f35dea591eb-gencnf-k8-r180-v61-c10980-04-S484265783.used-as.sat04-274,TIMEOUT,61,10980,2182830,2462332,19429871,21.27,59.9778
6965d5369d3ab26daaf074303c3d1739-mp1-squ_ali_s10x10_c39_abix_SAT,TIMEOUT,1672,5262,2301247,3011732,325380448,22.11,59.9834
615093ec13b1b4eab132220471849b2c-unif-k6-r43.37-v83-c3600-S6030752870380853521,TIMEOUT,83,3600,3844241,4442379,50813416,15.57,59.9869
94c6276d66ef5115a657e6c1e985eb0e-bench_12406.smt2,UNSATISFIABLE,9010,29808,757800,1092675,45591528,32.76,22.4389
fb47f123926e6bca1ed3028beac3d149-fla-barthel-440-1,SATISFIABLE,440,1891,834276,1061683,54078868,11.05,10.7595
4ab31f42fda8f9e38e546fc3a6ed3341-slp-synthesis-aes-bottom14,TIMEOUT,22886,71476,484396,739573,268724213,86.53,59.9128
c74cec61bbfc240b4aa8a443d9b0217d-unif-k3-r4.25-v400-c1700-S1767425240-073,TIMEOUT,400,1700,4284358,5341696,255527711,12.97,59.9792
e7c7b2c5f94f0e3d028de70053854c7a-unif-k7-r87.79-v63-c5531-S1525386889102279082,TIMEOUT,63,5531,3144141,3552491,31122577,17.91,59.9852
253b06cbfb236119af1e9e0128aaabc9-C202_FW_UT_2814,UNSATISFIABLE,1820,10268,0,0,1129,11.86,0.008916
dbb6fc1f01978f71b5f3a810a7a216ac-x9-06020.sat.sanitized,SATISFIABLE,300,2697,5995,8836,428743,11.05,0.080264
b60ca41fd170c65da947c5969dcb77b0-size_4_5_5_i012_w31_r9,TIMEOUT,1938,7352,2641700,3449522,265891292,21.3,59.9707
226f426e24b1c2314f686ef21df59503-bench_2465.smt2,TIMEOUT,28489,94509,720267,1191828,329013781,90.5,59.9306
ad2cbb37013e574bfbb2efbdf5f544b5-x9-10035.sat.sanitized,TIMEOUT,500,4510,1776994,2294107,188412344,15.65,59.954
2ee0b90ff316154ecf384c7ca141ae21-unif-c1125-v250-s10452423,UNSATISFIABLE,250,1125,127665,154782,5264405,10.91,0.968951
376fa5669a710c95b0b8d4c7a798f9f0-prime_a22_b22,TIMEOUT,7353,32380,566307,675822,283524182,30.72,59.9588
c90e9a20ff92290678a625d21f58efc7-fdmus_b15_330,UNSATISFIABLE,7185,20539,5419,9889,1286381,13.79,0.16258
4ea668d9c05c20959e39511f78580dc5-fdmus_b22_350,UNSATISFIABLE,4458,12283,20188,49473,1293240,12.75,0.225056
3b99c985cc81de89b45240d0fc8d6923-clus-1200-4800-20-20-002.shuffled-as.sat03-1086,SATISFIABLE,1200,4800,35646,102366,2393993,11.45,0.348659
f16a1da5c1f0ab9969f622a1d8dc11ac-20180321_110704973_p_cnf_320_1120,TIMEOUT,320,1120,4797664,6018342,258207961,12.79,59.9793
26d1a43c2e8064faffd54bb81484926e-countbitssrl032-sc2009,TIMEOUT,18607,55720,380908,627780,207539395,61.66,59.9563
84bf906be27ecbd89ff277ed1f6e5054-unif-k3-r4.267-v568-c2424-S6719945427965465991,TIMEOUT,568,2424,3429116,4371712,254313949,15.01,59.9746
f0ca131264c97470bd66e8d6ed430aac-x9-09003.sat.sanitized,TIMEOUT,450,4051,1928632,2501701,185630489,15.29,59.9912
73eea2912e1b5e74d971903952a97208-counting-harder-php-014-013.sat05-1187.reshuffled-07,TIMEOUT,182,1197,5209325,6683657,94262236,13.58,59.9548
a2b3dfb4d7c21505a30e19580bc77460-unif-k5-r20.636-v860-c17747-S414482268280263925,TIMEOUT,860,17747,1088305,1806462,81389919,82.95,59.927
16e343ee29190cbbcd47768074fc2db0-fdmus_b22_341,UNSATISFIABLE,2982,8170,8252,17285,502705,11.94,0.088991
f79447206b16c27a9eefd391c12e9360-bench_2764.smt2,TIMEOUT,21680,72174,707366,1161700,331404980,88.91,59.9329
14a9fe8122df422aad76a2546250c66f-e_rphp065_04,TIMEOUT,7073,13512,2459357,82682919,172913367,28.99,59.9624
fd6e1c5e1fe897c8679363cd3cc42356-fdmus_b21_342,UNSATISFIABLE,3018,8248,11779,22779,643600,11.95,0.11161
b1654713158a777352b4bf00e6ffc820-mrpp_4x4#10_20,SATISFIABLE,4528,28198,202356,752290,11550435,17.98,2.94321
f222ed0a976e7fef5552afa47b317fca-unif-k7-r87.511-v110-c9626-S2090800272302508907,TIMEOUT,110,9626,2201082,2629085,32463382,24.16,59.9744
ef4314176e3640b4cb433c05003a9b05-hitag2-10-60-0-0x8edc44db7837bbf-65,TIMEOUT,2271,30201,1013723,1091981,275393529,27.36,59.974
eb9711056a4e9969a8aaae5c54729879-unif-k5-r21.3-v90-c1917-S1305875336-097,TIMEOUT,90,1917,5359568,6185436,83829788,12.56,59.9883
e1ab4f82afee939e2ede712dc412e8e8-unif2p-p0.8-v1665-c5178-S1488855480-20-UNSAT,TIMEOUT,1665,5177,1809092,2380983,318741492,18.67,59.9803
0467f94ce29392897b1c964f6557ce46-fdmus_b22_627,UNSATISFIABLE,3918,10663,19047,44935,1282405,12.27,0.207928
affed3d1f6340f16ddd6b833a2d1e59a-x1_36.shuffled-as.sat03-1589,TIMEOUT,106,282,22578671,34929386,201114901,10.91,59.9561
645decbcd949e487603de2045cd767f8-unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled,TIMEOUT,75,6675,2853881,3270137,31979849,18.35,59.9418
a32f21c135cec04013328185ddafbc0c-bench_10803.smt2,UNSATISFIABLE,18858,66224,474709,680348,36278812,36.79,14.9197
8937bd0242e91078d0feb97decb7b2a1-E00N10,UNSATISFIABLE,1610,6690,573,1768,46569,11.63,0.010687
29d2b8c563bbff211091e23087711f26-unif-k5-r21.3-v110-c2343-S638042053-051,TIMEOUT,110,2343,4559319,5377103,81969937,13.5,59.9792
bc676daf6d007c6880bc8b1576426cd9-OKgenerator_s0=32s1=37n=180l=7cp=15300-Dnr0=0nr1=2-o.shuffled-as.sat05-1614,TIMEOUT,180,15300,1631965,2081067,34287422,41.88,59.9604
1ceaa7ab8e959e87cf46811a47c48451-hgen8-n320-03-S1572374531.sat05-485.reshuffled-07,TIMEOUT,320,489,7372370,10002428,215432852,10.91,59.96
ba580f126202a333ca0be6f863e88581-fsf-300-354-2-2-3-2.106.opt,TIMEOUT,3486,8496,2089811,3404912,204977025,31.48,59.9501
632584f4011f88f7427f9a6a3ce86bd5-x9-10020.sat.sanitized,SATISFIABLE,500,4502,1661621,2155206,174359791,15.46,55.8698
c41c74f316a2067cc19708ce982d960a-WS_400_16_90_70.apx_0,TIMEOUT,1200,8800,1116239,1521154,150048363,22.51,59.9816
f552e2111600c4be786968930cee1d38-unif-c4225-v650-s1140454666,TIMEOUT,650,4225,2954893,3677123,194038267,18.5,59.9574
59198a5fa4d87ced1e6b679c1a90477c-glassyb-v450-s674855112,TIMEOUT,450,2100,3861436,4944009,247947744,15.64,59.9834
87991a81c1a203f218c9dd05b7d30637-unif-c2550-v600-s606343549,TIMEOUT,600,2550,3326746,4238447,258173404,15.25,59.9759
86a32723ed4b5583573ac327e317a9b2-okgen-c1700-v400-s1729491409-1729491409,SATISFIABLE,400,1700,2295019,2865270,139806730,11.62,30.9075
a239837011c08b36e958f600cb139a57-unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE,TIMEOUT,50,4450,3688062,4084090,30966790,15.32,59.9688
16afc4779f2d718b64d7309da9f10921-pyhala-braun-unsat-35-4-01.shuffled,UNSATISFIABLE,7383,23997,392690,467937,160575947,21.57,33.9816
7a1d8648ad96bdd3384548f707889567-Ptn-7824-b04,TIMEOUT,3733,14455,1433657,1928900,248692656,32.3,59.9472
b231cbd1de10bf06e35f430168fcb45b-Circuit_multiplier35,TIMEOUT,1094,20222,1430930,1925532,100178406,39.75,59.9537
d1833d824e3aeb7a2b52319a2fd39a76-unif-c2730-v650-s812794108,TIMEOUT,650,2730,3083464,4005955,258927984,17.29,59.9899
9fe865b5beb5db23214843af98878e8d-lksat-n18000-m48060-k3-l3-s597649638.used-as.sat04-905,SATISFIABLE,17999,48060,5,841,4887,17.16,0.06248
a24691c66cf83c6aaecddddf640ada49-unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE,TIMEOUT,350,1491,4726123,5800398,257538420,11.93,59.985
3cff6c97a515aecfe46ba0f1256a3c11-shuffling-1-s1870372346-of-bench-sat04-423.used-as.sat04-562,TIMEOUT,3502,29920,689721,1553605,141172336,81.36,59.9462
e85826d3f193cc3fb4b3f1aba884516e-grid-pbl-0200.shuffled-as.sat05-1348.shuffled-as.sat05-1348,UNSATISFIABLE,40200,79800,0,0,4,24.52,0.144759
66b8b3ebfc8e198f21e5c386286188e3-php-045-044.shuffled-as.sat05-1195,TIMEOUT,1980,43605,733624,2532789,17288261,213.73,59.4159
bf3d605af41d59da95524681518c1089-x1_44.shuffled-as.sat03-1591,TIMEOUT,130,346,20865452,32539521,188064326,10.91,59.9823
a2d4dc2b80df34f0b90fe8780a58453f-okgen-c1500-v300-s615927927-615927927,UNSATISFIABLE,300,1500,501918,604443,22462100,10.91,4.91462
ef901de4fdfe01598c33b37ac4e935c9-sgen1-unsat-139-100,TIMEOUT,141,292,10916483,15035294,324830385,10.91,59.9889
2f4e7086757c68b3f10ab76f3a67c159-fdmus_b17_1426,UNSATISFIABLE,8301,23722,812,1598,352173,14.28,0.068835
cfc5b08fa24149afb9a67426dbe871e9-WS_500_32_30_10.apx_0,TIMEOUT,1500,19000,660503,1081830,94607235,33.78,59.9676
0bd89e6667d5fdfb9d27fcce2948b551-unif-k3-r4.25-v440-c1870-S1350958473-082,TIMEOUT,440,1870,3991187,4984189,251996972,13.19,59.9736
385ef155e92cd5bd799679e742e05018-pbl-00090.shuffled-as.sat05-1326.shuffled-as.sat05-1326,UNSATISFIABLE,322,9321,0,0,22,12.07,0.056583
35a795449e66521505d181eebba6e75b-unif-k3-r4.25-v400-c1700-S714125262-017,TIMEOUT,400,1700,4314392,5358313,255121593,12.87,59.9827
c549519b61a9c6f737c7c8f5a1adfc3b-ablmulub16x4o-sc2016,TIMEOUT,2958,8708,915803,1094532,425455298,13.78,59.9613
3778cf8ec4fe105dc46958a869238c69-fdmus_b21_167,UNSATISFIABLE,4272,11800,22515,47299,1498580,12.51,0.256781
d974f737b9b0421ae86508b0970a5275-bench_1550.smt2,TIMEOUT,28489,93304,611785,1040311,291418068,83.43,59.9046
7d69988de35bfb12a124fbf90afe707e-mod2-rand3bip-sat-260-2.shuffled-as.sat05-2234,TIMEOUT,260,1040,4237652,4659165,298544198,11.88,59.9521
9fc5a03fe0d1fefa80221ccf17140a94-example2_gr_rcs_w6.shuffled,SATISFIABLE,2664,27684,61,520,10233,13.51,0.035468
691c3a7092c55987d9a6e973e8ffda6d-x9-02043.sat.sanitized,SATISFIABLE,100,899,92,112,3053,10.91,0.001159
3f8542ca6e260ae6a8bf36ce4c6864cf-connm-ue-csp-sat-n1200-d-0.04-s1819178820.used-as.sat04-974,SATISFIABLE,1012,11293,187,567,15228,12.33,0.024765
a7070e789ea7318a53942d2dd549004f-battleship-20-20-unsat,TIMEOUT,400,4200,1657172,2646715,72111947,32.89,59.9766
26fdd7d81b17ab84d6a8b665654447f0-okgen-c1800-v450-s417679113-417679113,TIMEOUT,450,1800,3998753,5066574,268508062,13.91,59.9597
4b5a1b8f1d493c1b7ccf2a5026b0db3f-x9-03044.sat.sanitized,SATISFIABLE,150,1349,222,331,10351,10.91,0.002972
a336078b0b63ff50acc1b260ef5a3260-bench_2290.smt2,UNSATISFIABLE,5770,19782,2652,8097,159606,13.58,0.042653
d7f2e4ec8e631387c928c79e1054c663-stb_418_125.apx_1_DC-AD,TIMEOUT,836,16644,808080,1148158,86413434,30.46,59.9791
d971241ca861121371d20be1d61c15a3-arles_thres20_p10_r7532,UNSATISFIABLE,2320,8240,0,0,1274,11.84,0.00445
9af8d0dc1038a56f6744f30e740b5e70-x9-10037.sat.sanitized,TIMEOUT,500,4495,1825195,2363396,191843889,14.94,59.9946
90e89abd1a650760d5d057586ca164de-okgen-c1500-v300-s1966731004-1966731004,UNSATISFIABLE,300,1500,312742,377565,14067988,10.91,2.96719
68a7ea9472454500447659b973b0cbca-queueinvar12,UNSATISFIABLE,1112,7335,1400,3752,107549,11.53,0.0246
6b7e3415d7bd20be605b1f9723c43d68-Carry_Bits_Fast_5.cnf,TIMEOUT,15050,59772,407502,606553,303623932,74.35,59.902
a8b9787298baa86674d572b001c48f22-unif-r4.25-v600-c2550-03-S1158627995.shuffled-as.sat03-1117,TIMEOUT,600,2550,3286748,4206022,256728727,14.95,59.9812
